Name,PA,BB%,K%,AVG,OBP,SLG,OPS,BABIP,wRC+,WAR/PA
Keon Barnum,374.000,9.600,33.400,0.210,0.286,0.402,0.688,0.276,97.000,0.000
Keon Broxton,471.000,12.500,25.900,0.275,0.369,0.484,0.853,0.357,134.000,1.000
Ketel Marte,472.000,4.000,13.800,0.302,0.329,0.404,0.733,0.346,103.000,1.000
Keury De La Cruz,433.000,5.300,21.900,0.240,0.282,0.375,0.658,0.290,88.000,0.000
Kevan Smith,449.000,10.200,15.100,0.290,0.376,0.437,0.813,0.328,129.000,0.000
Kevin Ahrens,463.000,10.200,17.100,0.238,0.315,0.361,0.676,0.271,92.000,0.000
Kevin Cron,551.770,8.107,24.426,0.255,0.320,0.469,0.789,0.293,125.492,0.000
Kevin Howard,407.000,6.400,16.500,0.255,0.309,0.391,0.700,0.292,98.000,0.000
Kevin Kaczmarski,531.000,11.500,15.800,0.274,0.370,0.369,0.739,0.324,108.000,0.000
Kevin Keyes,453.000,9.500,23.000,0.236,0.312,0.428,0.740,0.266,104.000,0.000
Kevin Kiermaier,417.000,7.400,14.600,0.307,0.370,0.434,0.804,0.354,134.000,1.000
Kevin Mahar,558.000,5.900,19.700,0.267,0.319,0.469,0.789,0.303,102.000,0.000
Kevin Mattison,591.000,9.800,21.500,0.260,0.353,0.406,0.759,0.330,107.000,0.000
Kevin Melillo,525.292,12.358,16.067,0.266,0.357,0.411,0.768,0.302,107.807,0.000
Kevin Nolan,450.545,7.321,11.897,0.255,0.312,0.368,0.680,0.277,90.524,0.000
Kevin Randel,389.000,12.100,22.400,0.280,0.376,0.483,0.859,0.342,149.000,0.000
Kevin Taylor,448.000,12.100,11.800,0.292,0.375,0.373,0.749,0.326,110.000,0.000
Kiel Roling,458.000,8.300,23.400,0.261,0.323,0.500,0.823,0.290,128.000,0.000
Kila Ka'aihue,395.000,12.400,18.500,0.199,0.303,0.300,0.602,0.229,61.000,0.000
Kirk Nieuwenhuis,433.000,6.900,21.500,0.289,0.337,0.510,0.847,0.338,127.000,1.000
Koby Clemens,535.000,12.900,26.700,0.241,0.350,0.476,0.825,0.288,126.000,0.000
Kody Kirkland,476.505,6.995,29.760,0.210,0.288,0.413,0.700,0.265,91.552,0.000
Kolten Wong,579.000,7.600,12.800,0.287,0.348,0.405,0.754,0.318,111.000,1.000
Konrad Schmidt,440.000,7.300,14.300,0.315,0.373,0.490,0.863,0.347,131.000,0.000
Kory Casto,590.000,13.700,17.600,0.272,0.379,0.468,0.847,0.303,140.000,0.000
Kristopher Negron,547.000,9.300,17.700,0.272,0.361,0.409,0.770,0.321,115.000,1.000
Kurt Mertins,552.000,7.400,19.400,0.275,0.332,0.366,0.698,0.343,91.000,0.000
Kurt Suzuki,444.000,13.100,11.300,0.285,0.392,0.415,0.807,0.313,119.000,1.000
Kyle Bellows,477.000,7.500,14.300,0.229,0.295,0.310,0.605,0.264,69.000,0.000
Kyle Blanks,565.000,9.000,15.900,0.325,0.404,0.514,0.918,0.362,145.000,1.000
Kyle Haines,409.000,13.400,14.200,0.261,0.366,0.328,0.694,0.313,96.000,0.000
Kyle Hudson,421.000,13.100,13.300,0.292,0.386,0.317,0.704,0.342,106.000,0.000
Kyle Jensen,521.000,13.200,31.100,0.234,0.338,0.452,0.789,0.304,121.000,0.000
Kyle Johnson,414.000,10.100,19.300,0.259,0.344,0.384,0.728,0.318,104.000,0.000
Kyle Kubitza,529.000,14.600,25.100,0.295,0.405,0.470,0.875,0.401,145.000,0.000
Kyle Martin,501.000,10.000,26.700,0.193,0.288,0.383,0.671,0.218,82.000,0.000
Kyle Parker,528.000,7.600,18.800,0.288,0.345,0.492,0.836,0.318,135.000,0.000
Kyle Reynolds,395.000,7.300,23.500,0.244,0.298,0.401,0.698,0.293,81.000,0.000
Kyle Roller,510.000,10.400,28.000,0.253,0.347,0.427,0.774,0.333,116.000,0.000
Kyle Russell,447.000,10.100,32.200,0.259,0.342,0.497,0.840,0.356,123.000,0.000
Kyle Skipworth,452.103,7.748,31.708,0.212,0.279,0.374,0.653,0.280,75.103,0.000
Kyle Waldrop,464.000,8.000,18.500,0.303,0.367,0.444,0.811,0.357,128.000,0.000
L.J. Hoes,393.000,10.900,14.200,0.305,0.379,0.413,0.792,0.347,123.000,0.000
L.J. Mazzilli,420.000,11.400,15.700,0.240,0.326,0.342,0.668,0.281,87.000,0.000
LaMonte Wade,519.000,14.600,13.700,0.292,0.397,0.408,0.805,0.328,135.000,0.000
Lance Zawadzki,392.000,11.200,18.900,0.289,0.372,0.416,0.789,0.356,116.000,0.000
Lane Adams,435.138,9.382,22.135,0.278,0.354,0.429,0.783,0.344,122.652,1.000
Lars Anderson,530.611,14.523,19.457,0.240,0.352,0.382,0.734,0.285,106.577,0.000
Leandro Castro,511.000,3.300,13.700,0.287,0.316,0.427,0.742,0.313,102.000,0.000
Lee Haydel,493.525,7.298,20.046,0.280,0.333,0.340,0.673,0.356,85.043,0.000
Lee Mitchell,502.353,12.033,28.159,0.256,0.355,0.428,0.784,0.345,121.900,0.000
Leo Daigle,485.000,9.500,25.200,0.233,0.314,0.392,0.706,0.283,99.000,0.000
Leon Landry,477.108,5.769,13.591,0.241,0.288,0.342,0.630,0.270,79.203,0.000
Leonard Davis,434.000,7.400,21.900,0.281,0.340,0.462,0.802,0.338,121.000,0.000
Leonardo Reginatto,453.000,6.800,14.600,0.270,0.328,0.337,0.665,0.313,94.000,0.000
Leury Garcia,416.000,5.300,19.000,0.292,0.337,0.398,0.734,0.361,104.000,0.000
Logan Forsythe,472.000,15.900,20.100,0.253,0.377,0.337,0.714,0.325,106.000,1.000
Logan Moon,388.000,6.700,26.500,0.254,0.307,0.350,0.658,0.346,89.000,0.000
Logan Parker,450.000,11.800,21.600,0.222,0.315,0.334,0.649,0.278,85.000,0.000
Logan Watkins,588.000,12.900,16.500,0.281,0.383,0.422,0.805,0.332,130.000,0.000
Lonnie Chisenhall,524.000,8.800,14.700,0.278,0.351,0.450,0.801,0.297,118.000,1.000
Lorenzo Scott,468.000,13.000,26.500,0.265,0.358,0.385,0.743,0.355,111.000,0.000
Lou Marson,395.000,17.200,17.700,0.314,0.433,0.416,0.849,0.384,139.000,1.000
